Date added,CustomLabel,ASIN,Product:EAN,PicURL
29/08/2020,ITEM00294,1409175073,9781409175070,https://images-na.ssl-images-amazon.com/images/I/71hDgaK1xWL.jpg
29/08/2020,ITEM00295,0751572543,,https://images-na.ssl-images-amazon.com/images/I/61vC3thdHKL.jpg|https://images-na.ssl-images-amazon.com/images/I/91f1gqGdgbL.jpg|https://images-na.ssl-images-amazon.com/images/I/91F0gIoZjxL.jpg|https://images-na.ssl-images-amazon.com/images/I/91aGF-xJlgL.jpg|https://images-na.ssl-images-amazon.com/images/I/91VBf4c4XdL.jpg|https://images-na.ssl-images-amazon.com/images/I/91TIXOU3kRL.jpg
29/08/2020,ITEM00296,0751554154,,https://images-na.ssl-images-amazon.com/images/I/71P8+gw+LmL.jpg|https://images-na.ssl-images-amazon.com/images/I/71ihtbsGQmL.jpg
29/08/2020,ITEM00297,1782495495,9781782495499,https://images-na.ssl-images-amazon.com/images/I/61HZEFBilIL.jpg|https://images-na.ssl-images-amazon.com/images/I/51efndDO9jL.jpg|https://images-na.ssl-images-amazon.com/images/I/819SFT6TOgL.jpg|https://images-na.ssl-images-amazon.com/images/I/818dCDK9C6L.jpg
29/08/2020,ITEM00298,1841882895,9781841882895,https://images-na.ssl-images-amazon.com/images/I/61bgzP412tL.jpg
29/08/2020,ITEM00299,0349701466,9780349701462,https://images-na.ssl-images-amazon.com/images/I/61n9L8w08sL.jpg
29/08/2020,ITEM00300,B06XY648QX,0000772151979,https://images-na.ssl-images-amazon.com/images/I/61Gl73LGNzL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71rkTfH27hL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71hTCUKgRyL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/816XP01Xk8L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71DAruMtO1L._AC_SL1500_.jpg
29/08/2020,ITEM00301,B00M35N98U,5060314590050,https://images-na.ssl-images-amazon.com/images/I/71dBq0qQQvL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/715AzLB%2BOUL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81kD15LZzbL._AC_SL1500_.jpg
29/08/2020,ITEM00302,B00BKZOAFU,5012822044259,https://images-na.ssl-images-amazon.com/images/I/91mX0NmL7TL.jpg
29/08/2020,ITEM00303,1472236947,9781472236944,https://images-na.ssl-images-amazon.com/images/I/71GXzbWANjL.jpg
29/08/2020,ITEM00304,B077MBY6RF,0696228709391,https://images-na.ssl-images-amazon.com/images/I/61YZhaGicLL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/7101t0bmTuL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/8154lIp%2BApL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/810jqW3AjPL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71V%2BQzH3FnL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71-mR-oBYxL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81aIf-qanDL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81V%2BLvvLTnL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71-BD2tHxbL._AC_SL1500_.jpg
29/08/2020,ITEM00305,0062843397,,https://images-na.ssl-images-amazon.com/images/I/71b8sPHkS6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51j3epIJ1BL.jpg
29/08/2020,ITEM00306,0099406322,,https://images-na.ssl-images-amazon.com/images/I/81a3WYQERkL.jpg|https://images-na.ssl-images-amazon.com/images/I/6131A0Sm33L.jpg
29/08/2020,ITEM00307,1780556365,9781780556369,https://images-na.ssl-images-amazon.com/images/I/71CCl8qM1tL.jpg|https://images-na.ssl-images-amazon.com/images/I/71LR2A+9XdL.jpg|https://images-na.ssl-images-amazon.com/images/I/61wpMX7kWZL.jpg|https://images-na.ssl-images-amazon.com/images/I/61Q9+HrAEJL.jpg|https://images-na.ssl-images-amazon.com/images/I/61YVl1MViGL.jpg
29/08/2020,ITEM00308,184317457X,9781843174578,https://images-na.ssl-images-amazon.com/images/I/81pOmsz3EaL.jpg|https://images-na.ssl-images-amazon.com/images/I/71ypMlT29tL.jpg
29/08/2020,ITEM00309,1780556195,9781780556192,https://images-na.ssl-images-amazon.com/images/I/712bEjx-pHL.jpg|https://images-na.ssl-images-amazon.com/images/I/61dFuiyJ7yL.jpg|https://images-na.ssl-images-amazon.com/images/I/618ssTg4R8L.jpg|https://images-na.ssl-images-amazon.com/images/I/61jmqhnr68L.jpg|https://images-na.ssl-images-amazon.com/images/I/71IYvTvxCvL.jpg
29/08/2020,ITEM00310,B00AYULYLK,778295468651,https://images-na.ssl-images-amazon.com/images/I/51c2-FrS4BL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/51z2BnNkTsL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/51uNtYwSIuL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/61annb9cQBL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/51ZSa6BMpvL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/51kFhKAJ6LL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/51owl7ApBUL._AC_SL1000_.jpg|https://images-na.ssl-images-amazon.com/images/I/512ngTCANiL._AC_SL1000_.jpg
29/08/2020,ITEM00311,0723292086,9780723292081,https://images-na.ssl-images-amazon.com/images/I/71UnwxXfyFL.jpg|https://images-na.ssl-images-amazon.com/images/I/81PeObSarmL.jpg|https://images-na.ssl-images-amazon.com/images/I/81VPCNHgQZL.jpg|https://images-na.ssl-images-amazon.com/images/I/81zm-rp0zqL.jpg
29/08/2020,ITEM00312,0711239282,,https://images-na.ssl-images-amazon.com/images/I/91trNRrkiwL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OtmssQ13L.jpg|https://images-na.ssl-images-amazon.com/images/I/51lVrVoT30L.jpg|https://images-na.ssl-images-amazon.com/images/I/51T8i5pi4YL.jpg|https://images-na.ssl-images-amazon.com/images/I/5147KwRB+EL.jpg|https://images-na.ssl-images-amazon.com/images/I/51g0Yozv0CL.jpg|https://images-na.ssl-images-amazon.com/images/I/61ey7fOxdNL.jpg|https://images-na.ssl-images-amazon.com/images/I/516Vlw71EJL.jpg|https://images-na.ssl-images-amazon.com/images/I/515oRB99DRL.jpg
29/08/2020,ITEM00313,B07MSXLSP7,8005125617784,https://images-na.ssl-images-amazon.com/images/I/811ST6tea8L._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71QN5u%2BM6XL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/81EukoefbFL._AC_SL1500_.jpg|https://images-na.ssl-images-amazon.com/images/I/71dmNcJSvVL._AC_SL1500_.jpg
29/08/2020,ITEM00314,B00HSFC1YI,5024264232231,https://images-na.ssl-images-amazon.com/images/I/71QMMa6HkKL._AC_SL1500_.jpg
